Deal_Ratio,Condition,Deal_Quality,Listing_Price,Year,Make,Model,Mileage,Location,Facebook_URL,Market_Prices
0.619,Poor,Poor,4900,2016,Hyundai,Sonata Lx,140000,"Lawrenceville, GA",https://www.facebook.com/marketplace/item/816924041304839/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2225763057689950836%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A25763057689950836%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A17%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0014584526216767%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2225763057689950836%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$3498,$4033,$4609"
0.619,Poor,Poor,6000,1999,Dodge,Durango Slt,123000,"Temple, GA",https://www.facebook.com/marketplace/item/2137249400133862/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2225058249880529152%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A25058249880529152%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A8%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0014921717770117%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2225058249880529152%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$4284,$4939,$5644"
0.619,Poor,Poor,6800,2015,Volkswagen,Tiguan 2.0T,136000,"Duluth, GA",https://www.facebook.com/marketplace/item/1169102525145976/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2224852494631038742%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24852494631038742%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A13%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0014845168401364%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224852494631038742%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$4855,$5597,$6397"
0.619,Poor,Poor,10500,2012,Dodge,Ram,221000,"Temple, GA",https://www.facebook.com/marketplace/item/1747926605795179/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2224886188211047734%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24886188211047734%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A22%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0012920041357681%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224886188211047734%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$7497,$8643,$9878"
0.619,Poor,Poor,1800,2015,Chrysler,200S Sedan,150000,"Riverdale, GA",https://www.facebook.com/marketplace/item/1167763788015966/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2233131783466420389%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A33131783466420389%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A16%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0013458756742118%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2233131783466420389%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$1285,$1481,$1693"
0.619,Poor,Poor,4495,2014,Chevrolet,Traverse Lt,175000,"Lawrenceville, GA",https://www.facebook.com/marketplace/item/765342863160767/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2225044363691865014%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A25044363691865014%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A20%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0013914617529606%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2225044363691865014%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$3209,$3700,$4228"
0.619,Poor,Poor,5600,2013,Hyundai,Accent Gs,128000,"Rica, GA",https://www.facebook.com/marketplace/item/2556479974724677/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2225106683698958586%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A25106683698958586%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A21%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00088531977102273%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2225106683698958586%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$3998,$4609,$5268"
0.619,Poor,Poor,2300,2002,Ford,Ranger Regular,267000,"Rica, GA",https://www.facebook.com/marketplace/item/1512488536735125/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2225076115211982817%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A25076115211982817%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A23%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00070176859782785%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2225076115211982817%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$1642,$1893,$2163"
0.619,Poor,Poor,3000,2012,Chevrolet,Tahoe Lt,123000,"Carrollton, GA",https://www.facebook.com/marketplace/item/1337239787931434/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2224988908194063959%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24988908194063959%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A11%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0015991169268425%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224988908194063959%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$2142,$2469,$2822"
0.619,Poor,Poor,4900,2018,Nissan,Versa Sv,138000,"Marietta, GA",https://www.facebook.com/marketplace/item/1141818110885888/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2224830324989909382%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24830324989909382%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A15%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0011210530767144%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224830324989909382%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$3498,$4033,$4609"
0.619,Poor,Poor,4800,2013,Kia,Optima Sedan,151000,"Roswell, GA",https://www.facebook.com/marketplace/item/829126036280915/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2224633307009698092%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24633307009698092%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A4%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0013361223128448%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224633307009698092%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$3427,$3951,$4515"
0.619,Poor,Poor,9800,2017,Ford,"F-150 Atlanta,",215000,"Atlanta, GA",https://www.facebook.com/marketplace/item/2151076255300585/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2224310169208660723%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A24310169208660723%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A2%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.001870259523576%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2224310169208660723%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$6997,$8067,$9219"
0.619,Poor,Poor,6000,2011,Jeep,Cherokee Sport,180000,"Duluth, GA",https://www.facebook.com/marketplace/item/858201243302871/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-8077513241225392061%22%2C%22mf_story_key%22%3A%2233112116611720520%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A33112116611720520%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A5%2C%5C%22ranking_signature%5C%22%3A6030755705914833841%2C%5C%22ranking_request_id%5C%22%3A8413195922144480811%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0012176806942542%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2233112116611720520%5C%22%3A111%7D%7D%22%7D&__tn__=!%3AD,"$4284,$4939,$5644"
